,,deriv,in_param,out_param,timestep,trajectory
105477,105477,0.0,dinv_z,qi,105477.0,1.0
105478,105478,0.0,dinv_z,qi,105478.0,1.0
105479,105479,0.0,dinv_z,qi,105479.0,1.0
105480,105480,0.0,dinv_z,qi,105480.0,1.0
105481,105481,0.0,dinv_z,qi,105481.0,1.0
105482,105482,0.0,dinv_z,qi,105482.0,1.0
105483,105483,0.0,dinv_z,qi,105483.0,1.0
105484,105484,0.0,dinv_z,qi,105484.0,1.0
105485,105485,0.0,dinv_z,qi,105485.0,1.0
105486,105486,0.0,dinv_z,qi,105486.0,1.0
105487,105487,0.0,dinv_z,qi,105487.0,1.0
105488,105488,0.0,dinv_z,qi,105488.0,1.0
105489,105489,0.0,dinv_z,qi,105489.0,1.0
105490,105490,0.0,dinv_z,qi,105490.0,1.0
105491,105491,0.0,dinv_z,qi,105491.0,1.0
105492,105492,0.0,dinv_z,qi,105492.0,1.0
105493,105493,0.0,dinv_z,qi,105493.0,1.0
105494,105494,0.0,dinv_z,qi,105494.0,1.0
105495,105495,0.0,dinv_z,qi,105495.0,1.0
105496,105496,0.0,dinv_z,qi,105496.0,1.0
105497,105497,0.0,dinv_z,qi,105497.0,1.0
105498,105498,0.0,dinv_z,qi,105498.0,1.0
105499,105499,0.0,dinv_z,qi,105499.0,1.0
105500,105500,0.0,dinv_z,qi,105500.0,1.0
105501,105501,0.0,dinv_z,qi,105501.0,1.0
105502,105502,0.0,dinv_z,qi,105502.0,1.0
105503,105503,0.0,dinv_z,qi,105503.0,1.0
105504,105504,0.0,dinv_z,qi,105504.0,1.0
105505,105505,0.0,dinv_z,qi,105505.0,1.0
105506,105506,0.0,dinv_z,qi,105506.0,1.0
105507,105507,0.0,dinv_z,qi,105507.0,1.0
105508,105508,0.0,dinv_z,qi,105508.0,1.0
105509,105509,0.0,dinv_z,qi,105509.0,1.0
105510,105510,0.0,dinv_z,qi,105510.0,1.0
105511,105511,0.0,dinv_z,qi,105511.0,1.0
105512,105512,0.0,dinv_z,qi,105512.0,1.0
105513,105513,0.0,dinv_z,qi,105513.0,1.0
105514,105514,0.0,dinv_z,qi,105514.0,1.0
105515,105515,0.0,dinv_z,qi,105515.0,1.0
105516,105516,0.0,dinv_z,qi,105516.0,1.0
105517,105517,0.0,dinv_z,qi,105517.0,1.0
105518,105518,0.0,dinv_z,qi,105518.0,1.0
105519,105519,0.0,dinv_z,qi,105519.0,1.0
105520,105520,0.0,dinv_z,qi,105520.0,1.0
105521,105521,0.0,dinv_z,qi,105521.0,1.0
105522,105522,0.0,dinv_z,qi,105522.0,1.0
105523,105523,0.0,dinv_z,qi,105523.0,1.0
105524,105524,0.0,dinv_z,qi,105524.0,1.0
105525,105525,0.0,dinv_z,qi,105525.0,1.0
105526,105526,0.0,dinv_z,qi,105526.0,1.0
105527,105527,0.0,dinv_z,qi,105527.0,1.0
105528,105528,0.0,dinv_z,qi,105528.0,1.0
105529,105529,0.0,dinv_z,qi,105529.0,1.0
105530,105530,0.0,dinv_z,qi,105530.0,1.0
105531,105531,0.0,dinv_z,qi,105531.0,1.0
105532,105532,0.0,dinv_z,qi,105532.0,1.0
105533,105533,0.0,dinv_z,qi,105533.0,1.0
105534,105534,0.0,dinv_z,qi,105534.0,1.0
105535,105535,0.0,dinv_z,qi,105535.0,1.0
105536,105536,0.0,dinv_z,qi,105536.0,1.0
105537,105537,0.0,dinv_z,qi,105537.0,1.0
105538,105538,0.0,dinv_z,qi,105538.0,1.0
105539,105539,0.0,dinv_z,qi,105539.0,1.0
105540,105540,0.0,dinv_z,qi,105540.0,1.0
105541,105541,0.0,dinv_z,qi,105541.0,1.0
105542,105542,0.0,dinv_z,qi,105542.0,1.0
105543,105543,0.0,dinv_z,qi,105543.0,1.0
105544,105544,0.0,dinv_z,qi,105544.0,1.0
105545,105545,0.0,dinv_z,qi,105545.0,1.0
105546,105546,0.0,dinv_z,qi,105546.0,1.0
105547,105547,0.0,dinv_z,qi,105547.0,1.0
105548,105548,0.0,dinv_z,qi,105548.0,1.0
105549,105549,0.0,dinv_z,qi,105549.0,1.0
105550,105550,0.0,dinv_z,qi,105550.0,1.0
105551,105551,0.0,dinv_z,qi,105551.0,1.0
105552,105552,0.0,dinv_z,qi,105552.0,1.0
105553,105553,0.0,dinv_z,qi,105553.0,1.0
105554,105554,0.0,dinv_z,qi,105554.0,1.0
105555,105555,0.0,dinv_z,qi,105555.0,1.0
105556,105556,0.0,dinv_z,qi,105556.0,1.0
105557,105557,0.0,dinv_z,qi,105557.0,1.0
105558,105558,0.0,dinv_z,qi,105558.0,1.0
105559,105559,0.0,dinv_z,qi,105559.0,1.0
105560,105560,0.0,dinv_z,qi,105560.0,1.0
105561,105561,0.0,dinv_z,qi,105561.0,1.0
105562,105562,0.0,dinv_z,qi,105562.0,1.0
105563,105563,0.0,dinv_z,qi,105563.0,1.0
105564,105564,0.0,dinv_z,qi,105564.0,1.0
105565,105565,0.0,dinv_z,qi,105565.0,1.0
105566,105566,0.0,dinv_z,qi,105566.0,1.0
105567,105567,0.0,dinv_z,qi,105567.0,1.0
105568,105568,0.0,dinv_z,qi,105568.0,1.0
105569,105569,0.0,dinv_z,qi,105569.0,1.0
105570,105570,0.0,dinv_z,qi,105570.0,1.0
105571,105571,0.0,dinv_z,qi,105571.0,1.0
105572,105572,0.0,dinv_z,qi,105572.0,1.0
105573,105573,0.0,dinv_z,qi,105573.0,1.0
105574,105574,0.0,dinv_z,qi,105574.0,1.0
105575,105575,0.0,dinv_z,qi,105575.0,1.0
105576,105576,0.0,dinv_z,qi,105576.0,1.0
105577,105577,0.0,dinv_z,qi,105577.0,1.0
105578,105578,0.0,dinv_z,qi,105578.0,1.0
105579,105579,0.0,dinv_z,qi,105579.0,1.0
105580,105580,0.0,dinv_z,qi,105580.0,1.0
105581,105581,0.0,dinv_z,qi,105581.0,1.0
105582,105582,0.0,dinv_z,qi,105582.0,1.0
105583,105583,0.0,dinv_z,qi,105583.0,1.0
105584,105584,0.0,dinv_z,qi,105584.0,1.0
105585,105585,0.0,dinv_z,qi,105585.0,1.0
105586,105586,0.0,dinv_z,qi,105586.0,1.0
105587,105587,0.0,dinv_z,qi,105587.0,1.0
105588,105588,0.0,dinv_z,qi,105588.0,1.0
105589,105589,0.0,dinv_z,qi,105589.0,1.0
105590,105590,0.0,dinv_z,qi,105590.0,1.0
105591,105591,0.0,dinv_z,qi,105591.0,1.0
105592,105592,0.0,dinv_z,qi,105592.0,1.0
105593,105593,0.0,dinv_z,qi,105593.0,1.0
105594,105594,0.0,dinv_z,qi,105594.0,1.0
105595,105595,0.0,dinv_z,qi,105595.0,1.0
105596,105596,0.0,dinv_z,qi,105596.0,1.0
105597,105597,0.0,dinv_z,qi,105597.0,1.0
105598,105598,0.0,dinv_z,qi,105598.0,1.0
105599,105599,0.0,dinv_z,qi,105599.0,1.0
105600,105600,0.0,dinv_z,qi,105600.0,1.0
105601,105601,0.0,dinv_z,qi,105601.0,1.0
105602,105602,0.0,dinv_z,qi,105602.0,1.0
105603,105603,0.0,dinv_z,qi,105603.0,1.0
105604,105604,0.0,dinv_z,qi,105604.0,1.0
105605,105605,0.0,dinv_z,qi,105605.0,1.0
105606,105606,0.0,dinv_z,qi,105606.0,1.0
105607,105607,0.0,dinv_z,qi,105607.0,1.0
105608,105608,0.0,dinv_z,qi,105608.0,1.0
105609,105609,0.0,dinv_z,qi,105609.0,1.0
105610,105610,0.0,dinv_z,qi,105610.0,1.0
105611,105611,0.0,dinv_z,qi,105611.0,1.0
105612,105612,0.0,dinv_z,qi,105612.0,1.0
105613,105613,0.0,dinv_z,qi,105613.0,1.0
105614,105614,0.0,dinv_z,qi,105614.0,1.0
105615,105615,0.0,dinv_z,qi,105615.0,1.0
105616,105616,0.0,dinv_z,qi,105616.0,1.0
105617,105617,0.0,dinv_z,qi,105617.0,1.0
105618,105618,0.0,dinv_z,qi,105618.0,1.0
105619,105619,0.0,dinv_z,qi,105619.0,1.0
105620,105620,0.0,dinv_z,qi,105620.0,1.0
105621,105621,0.0,dinv_z,qi,105621.0,1.0
105622,105622,0.0,dinv_z,qi,105622.0,1.0
105623,105623,0.0,dinv_z,qi,105623.0,1.0
105624,105624,0.0,dinv_z,qi,105624.0,1.0
105625,105625,0.0,dinv_z,qi,105625.0,1.0
105626,105626,0.0,dinv_z,qi,105626.0,1.0
105627,105627,0.0,dinv_z,qi,105627.0,1.0
105628,105628,0.0,dinv_z,qi,105628.0,1.0
105629,105629,0.0,dinv_z,qi,105629.0,1.0
105630,105630,0.0,dinv_z,qi,105630.0,1.0
105631,105631,0.0,dinv_z,qi,105631.0,1.0
105632,105632,0.0,dinv_z,qi,105632.0,1.0
105633,105633,0.0,dinv_z,qi,105633.0,1.0
105634,105634,0.0,dinv_z,qi,105634.0,1.0
105635,105635,0.0,dinv_z,qi,105635.0,1.0
105636,105636,0.0,dinv_z,qi,105636.0,1.0
105637,105637,0.0,dinv_z,qi,105637.0,1.0
105638,105638,0.0,dinv_z,qi,105638.0,1.0
105639,105639,0.0,dinv_z,qi,105639.0,1.0
105640,105640,0.0,dinv_z,qi,105640.0,1.0
105641,105641,0.0,dinv_z,qi,105641.0,1.0
105642,105642,0.0,dinv_z,qi,105642.0,1.0
105643,105643,0.0,dinv_z,qi,105643.0,1.0
105644,105644,0.0,dinv_z,qi,105644.0,1.0
105645,105645,0.0,dinv_z,qi,105645.0,1.0
105646,105646,0.0,dinv_z,qi,105646.0,1.0
105647,105647,0.0,dinv_z,qi,105647.0,1.0
105648,105648,0.0,dinv_z,qi,105648.0,1.0
105649,105649,0.0,dinv_z,qi,105649.0,1.0
105650,105650,0.0,dinv_z,qi,105650.0,1.0
105651,105651,0.0,dinv_z,qi,105651.0,1.0
105652,105652,0.0,dinv_z,qi,105652.0,1.0
105653,105653,0.0,dinv_z,qi,105653.0,1.0
105654,105654,0.0,dinv_z,qi,105654.0,1.0
105655,105655,0.0,dinv_z,qi,105655.0,1.0
105656,105656,0.0,dinv_z,qi,105656.0,1.0
105657,105657,0.0,dinv_z,qi,105657.0,1.0
105658,105658,0.0,dinv_z,qi,105658.0,1.0
105659,105659,0.0,dinv_z,qi,105659.0,1.0
105660,105660,0.0,dinv_z,qi,105660.0,1.0
105661,105661,0.0,dinv_z,qi,105661.0,1.0
105662,105662,0.0,dinv_z,qi,105662.0,1.0
105663,105663,0.0,dinv_z,qi,105663.0,1.0
105664,105664,0.0,dinv_z,qi,105664.0,1.0
105665,105665,0.0,dinv_z,qi,105665.0,1.0
105666,105666,0.0,dinv_z,qi,105666.0,1.0
105667,105667,0.0,dinv_z,qi,105667.0,1.0
105668,105668,0.0,dinv_z,qi,105668.0,1.0
105669,105669,0.0,dinv_z,qi,105669.0,1.0
105670,105670,0.0,dinv_z,qi,105670.0,1.0
105671,105671,0.0,dinv_z,qi,105671.0,1.0
105672,105672,0.0,dinv_z,qi,105672.0,1.0
105673,105673,0.0,dinv_z,qi,105673.0,1.0
105674,105674,0.0,dinv_z,qi,105674.0,1.0
105675,105675,0.0,dinv_z,qi,105675.0,1.0
105676,105676,0.0,dinv_z,qi,105676.0,1.0
105677,105677,0.0,dinv_z,qi,105677.0,1.0
105678,105678,0.0,dinv_z,qi,105678.0,1.0
105679,105679,0.0,dinv_z,qi,105679.0,1.0
105680,105680,0.0,dinv_z,qi,105680.0,1.0
105681,105681,0.0,dinv_z,qi,105681.0,1.0
105682,105682,0.0,dinv_z,qi,105682.0,1.0
105683,105683,0.0,dinv_z,qi,105683.0,1.0
105684,105684,0.0,dinv_z,qi,105684.0,1.0
105685,105685,0.0,dinv_z,qi,105685.0,1.0
105686,105686,0.0,dinv_z,qi,105686.0,1.0
105687,105687,0.0,dinv_z,qi,105687.0,1.0
105688,105688,0.0,dinv_z,qi,105688.0,1.0
105689,105689,0.0,dinv_z,qi,105689.0,1.0
105690,105690,0.0,dinv_z,qi,105690.0,1.0
105691,105691,0.0,dinv_z,qi,105691.0,1.0
105692,105692,0.0,dinv_z,qi,105692.0,1.0
105693,105693,0.0,dinv_z,qi,105693.0,1.0
105694,105694,0.0,dinv_z,qi,105694.0,1.0
105695,105695,0.0,dinv_z,qi,105695.0,1.0
105696,105696,0.0,dinv_z,qi,105696.0,1.0
105697,105697,0.0,dinv_z,qi,105697.0,1.0
105698,105698,0.0,dinv_z,qi,105698.0,1.0
105699,105699,0.0,dinv_z,qi,105699.0,1.0
105700,105700,0.0,dinv_z,qi,105700.0,1.0
105701,105701,0.0,dinv_z,qi,105701.0,1.0
105702,105702,0.0,dinv_z,qi,105702.0,1.0
105703,105703,0.0,dinv_z,qi,105703.0,1.0
105704,105704,0.0,dinv_z,qi,105704.0,1.0
105705,105705,0.0,dinv_z,qi,105705.0,1.0
105706,105706,0.0,dinv_z,qi,105706.0,1.0
105707,105707,0.0,dinv_z,qi,105707.0,1.0
105708,105708,0.0,dinv_z,qi,105708.0,1.0
105709,105709,0.0,dinv_z,qi,105709.0,1.0
105710,105710,0.0,dinv_z,qi,105710.0,1.0
105711,105711,0.0,dinv_z,qi,105711.0,1.0
105712,105712,0.0,dinv_z,qi,105712.0,1.0
105713,105713,0.0,dinv_z,qi,105713.0,1.0
105714,105714,0.0,dinv_z,qi,105714.0,1.0
105715,105715,0.0,dinv_z,qi,105715.0,1.0
105716,105716,0.0,dinv_z,qi,105716.0,1.0
105717,105717,0.0,dinv_z,qi,105717.0,1.0
105718,105718,0.0,dinv_z,qi,105718.0,1.0
105719,105719,0.0,dinv_z,qi,105719.0,1.0
105720,105720,0.0,dinv_z,qi,105720.0,1.0
105721,105721,0.0,dinv_z,qi,105721.0,1.0
105722,105722,0.0,dinv_z,qi,105722.0,1.0
105723,105723,0.0,dinv_z,qi,105723.0,1.0
105724,105724,0.0,dinv_z,qi,105724.0,1.0
105725,105725,0.0,dinv_z,qi,105725.0,1.0
105726,105726,0.0,dinv_z,qi,105726.0,1.0
105727,105727,0.0,dinv_z,qi,105727.0,1.0
105728,105728,0.0,dinv_z,qi,105728.0,1.0
105729,105729,0.0,dinv_z,qi,105729.0,1.0
105730,105730,0.0,dinv_z,qi,105730.0,1.0
105731,105731,0.0,dinv_z,qi,105731.0,1.0
105732,105732,0.0,dinv_z,qi,105732.0,1.0
105733,105733,0.0,dinv_z,qi,105733.0,1.0
105734,105734,0.0,dinv_z,qi,105734.0,1.0
105735,105735,0.0,dinv_z,qi,105735.0,1.0
105736,105736,0.0,dinv_z,qi,105736.0,1.0
105737,105737,0.0,dinv_z,qi,105737.0,1.0
105738,105738,0.0,dinv_z,qi,105738.0,1.0
105739,105739,0.0,dinv_z,qi,105739.0,1.0
105740,105740,0.0,dinv_z,qi,105740.0,1.0
105741,105741,0.0,dinv_z,qi,105741.0,1.0
105742,105742,0.0,dinv_z,qi,105742.0,1.0
105743,105743,0.0,dinv_z,qi,105743.0,1.0
105744,105744,0.0,dinv_z,qi,105744.0,1.0
105745,105745,0.0,dinv_z,qi,105745.0,1.0
105746,105746,0.0,dinv_z,qi,105746.0,1.0
105747,105747,0.0,dinv_z,qi,105747.0,1.0
105748,105748,0.0,dinv_z,qi,105748.0,1.0
105749,105749,0.0,dinv_z,qi,105749.0,1.0
105750,105750,0.0,dinv_z,qi,105750.0,1.0
105751,105751,0.0,dinv_z,qi,105751.0,1.0
105752,105752,0.0,dinv_z,qi,105752.0,1.0
105753,105753,0.0,dinv_z,qi,105753.0,1.0
105754,105754,0.0,dinv_z,qi,105754.0,1.0
105755,105755,0.0,dinv_z,qi,105755.0,1.0
105756,105756,0.0,dinv_z,qi,105756.0,1.0
105757,105757,0.0,dinv_z,qi,105757.0,1.0
105758,105758,0.0,dinv_z,qi,105758.0,1.0
105759,105759,0.0,dinv_z,qi,105759.0,1.0
105760,105760,0.0,dinv_z,qi,105760.0,1.0
105761,105761,0.0,dinv_z,qi,105761.0,1.0
105762,105762,0.0,dinv_z,qi,105762.0,1.0
105763,105763,0.0,dinv_z,qi,105763.0,1.0
105764,105764,0.0,dinv_z,qi,105764.0,1.0
105765,105765,0.0,dinv_z,qi,105765.0,1.0
105766,105766,0.0,dinv_z,qi,105766.0,1.0
105767,105767,0.0,dinv_z,qi,105767.0,1.0
105768,105768,0.0,dinv_z,qi,105768.0,1.0
105769,105769,0.0,dinv_z,qi,105769.0,1.0
105770,105770,0.0,dinv_z,qi,105770.0,1.0
105771,105771,0.0,dinv_z,qi,105771.0,1.0
105772,105772,0.0,dinv_z,qi,105772.0,1.0
105773,105773,0.0,dinv_z,qi,105773.0,1.0
105774,105774,0.0,dinv_z,qi,105774.0,1.0
105775,105775,0.0,dinv_z,qi,105775.0,1.0
105776,105776,0.0,dinv_z,qi,105776.0,1.0
105777,105777,0.0,dinv_z,qi,105777.0,1.0
105778,105778,0.0,dinv_z,qi,105778.0,1.0
105779,105779,0.0,dinv_z,qi,105779.0,1.0
105780,105780,0.0,dinv_z,qi,105780.0,1.0
105781,105781,0.0,dinv_z,qi,105781.0,1.0
105782,105782,0.0,dinv_z,qi,105782.0,1.0
105783,105783,0.0,dinv_z,qi,105783.0,1.0
105784,105784,0.0,dinv_z,qi,105784.0,1.0
105785,105785,0.0,dinv_z,qi,105785.0,1.0
105786,105786,0.0,dinv_z,qi,105786.0,1.0
105787,105787,0.0,dinv_z,qi,105787.0,1.0
105788,105788,0.0,dinv_z,qi,105788.0,1.0
105789,105789,0.0,dinv_z,qi,105789.0,1.0
105790,105790,0.0,dinv_z,qi,105790.0,1.0
105791,105791,0.0,dinv_z,qi,105791.0,1.0
105792,105792,0.0,dinv_z,qi,105792.0,1.0
105793,105793,0.0,dinv_z,qi,105793.0,1.0
105794,105794,0.0,dinv_z,qi,105794.0,1.0
105795,105795,0.0,dinv_z,qi,105795.0,1.0
105796,105796,0.0,dinv_z,qi,105796.0,1.0
105797,105797,0.0,dinv_z,qi,105797.0,1.0
105798,105798,0.0,dinv_z,qi,105798.0,1.0
105799,105799,0.0,dinv_z,qi,105799.0,1.0
105800,105800,0.0,dinv_z,qi,105800.0,1.0
105801,105801,0.0,dinv_z,qi,105801.0,1.0
105802,105802,0.0,dinv_z,qi,105802.0,1.0
105803,105803,0.0,dinv_z,qi,105803.0,1.0
105804,105804,0.0,dinv_z,qi,105804.0,1.0
105805,105805,0.0,dinv_z,qi,105805.0,1.0
105806,105806,0.0,dinv_z,qi,105806.0,1.0
105807,105807,0.0,dinv_z,qi,105807.0,1.0
105808,105808,0.0,dinv_z,qi,105808.0,1.0
105809,105809,0.0,dinv_z,qi,105809.0,1.0
105810,105810,0.0,dinv_z,qi,105810.0,1.0
105811,105811,0.0,dinv_z,qi,105811.0,1.0
105812,105812,0.0,dinv_z,qi,105812.0,1.0
105813,105813,0.0,dinv_z,qi,105813.0,1.0
105814,105814,0.0,dinv_z,qi,105814.0,1.0
105815,105815,0.0,dinv_z,qi,105815.0,1.0
105816,105816,0.0,dinv_z,qi,105816.0,1.0
105817,105817,0.0,dinv_z,qi,105817.0,1.0
105818,105818,0.0,dinv_z,qi,105818.0,1.0
105819,105819,0.0,dinv_z,qi,105819.0,1.0
105820,105820,0.0,dinv_z,qi,105820.0,1.0
105821,105821,0.0,dinv_z,qi,105821.0,1.0
105822,105822,0.0,dinv_z,qi,105822.0,1.0
105823,105823,0.0,dinv_z,qi,105823.0,1.0
105824,105824,0.0,dinv_z,qi,105824.0,1.0
105825,105825,0.0,dinv_z,qi,105825.0,1.0
105826,105826,0.0,dinv_z,qi,105826.0,1.0
105827,105827,0.0,dinv_z,qi,105827.0,1.0
105828,105828,0.0,dinv_z,qi,105828.0,1.0
105829,105829,0.0,dinv_z,qi,105829.0,1.0
105830,105830,0.0,dinv_z,qi,105830.0,1.0
105831,105831,0.0,dinv_z,qi,105831.0,1.0
105832,105832,0.0,dinv_z,qi,105832.0,1.0
105833,105833,0.0,dinv_z,qi,105833.0,1.0
105834,105834,0.0,dinv_z,qi,105834.0,1.0
105835,105835,0.0,dinv_z,qi,105835.0,1.0
105836,105836,0.0,dinv_z,qi,105836.0,1.0
105837,105837,0.0,dinv_z,qi,105837.0,1.0
105838,105838,0.0,dinv_z,qi,105838.0,1.0
105839,105839,0.0,dinv_z,qi,105839.0,1.0
105840,105840,0.0,dinv_z,qi,105840.0,1.0
105841,105841,0.0,dinv_z,qi,105841.0,1.0
105842,105842,0.0,dinv_z,qi,105842.0,1.0
105843,105843,0.0,dinv_z,qi,105843.0,1.0
105844,105844,0.0,dinv_z,qi,105844.0,1.0
105845,105845,0.0,dinv_z,qi,105845.0,1.0
105846,105846,0.0,dinv_z,qi,105846.0,1.0
105847,105847,0.0,dinv_z,qi,105847.0,1.0
105848,105848,0.0,dinv_z,qi,105848.0,1.0
105849,105849,0.0,dinv_z,qi,105849.0,1.0
105850,105850,0.0,dinv_z,qi,105850.0,1.0
105851,105851,0.0,dinv_z,qi,105851.0,1.0
105852,105852,0.0,dinv_z,qi,105852.0,1.0
105853,105853,0.0,dinv_z,qi,105853.0,1.0
105854,105854,0.0,dinv_z,qi,105854.0,1.0
105855,105855,0.0,dinv_z,qi,105855.0,1.0
105856,105856,0.0,dinv_z,qi,105856.0,1.0
105857,105857,0.0,dinv_z,qi,105857.0,1.0
105858,105858,0.0,dinv_z,qi,105858.0,1.0
105859,105859,0.0,dinv_z,qi,105859.0,1.0
105860,105860,0.0,dinv_z,qi,105860.0,1.0
105861,105861,0.0,dinv_z,qi,105861.0,1.0
105862,105862,0.0,dinv_z,qi,105862.0,1.0
105863,105863,0.0,dinv_z,qi,105863.0,1.0
105864,105864,0.0,dinv_z,qi,105864.0,1.0
105865,105865,0.0,dinv_z,qi,105865.0,1.0
105866,105866,0.0,dinv_z,qi,105866.0,1.0
105867,105867,0.0,dinv_z,qi,105867.0,1.0
105868,105868,0.0,dinv_z,qi,105868.0,1.0
105869,105869,0.0,dinv_z,qi,105869.0,1.0
105870,105870,0.0,dinv_z,qi,105870.0,1.0
105871,105871,0.0,dinv_z,qi,105871.0,1.0
105872,105872,0.0,dinv_z,qi,105872.0,1.0
105873,105873,0.0,dinv_z,qi,105873.0,1.0
105874,105874,0.0,dinv_z,qi,105874.0,1.0
105875,105875,0.0,dinv_z,qi,105875.0,1.0
105876,105876,0.0,dinv_z,qi,105876.0,1.0
105877,105877,0.0,dinv_z,qi,105877.0,1.0
105878,105878,0.0,dinv_z,qi,105878.0,1.0
105879,105879,0.0,dinv_z,qi,105879.0,1.0
105880,105880,0.0,dinv_z,qi,105880.0,1.0
105881,105881,0.0,dinv_z,qi,105881.0,1.0
105882,105882,0.0,dinv_z,qi,105882.0,1.0
105883,105883,0.0,dinv_z,qi,105883.0,1.0
105884,105884,0.0,dinv_z,qi,105884.0,1.0
105885,105885,0.0,dinv_z,qi,105885.0,1.0
105886,105886,0.0,dinv_z,qi,105886.0,1.0
105887,105887,0.0,dinv_z,qi,105887.0,1.0
105888,105888,0.0,dinv_z,qi,105888.0,1.0
105889,105889,0.0,dinv_z,qi,105889.0,1.0
105890,105890,0.0,dinv_z,qi,105890.0,1.0
105891,105891,0.0,dinv_z,qi,105891.0,1.0
105892,105892,0.0,dinv_z,qi,105892.0,1.0
105893,105893,0.0,dinv_z,qi,105893.0,1.0
105894,105894,0.0,dinv_z,qi,105894.0,1.0
105895,105895,0.0,dinv_z,qi,105895.0,1.0
105896,105896,0.0,dinv_z,qi,105896.0,1.0
105897,105897,0.0,dinv_z,qi,105897.0,1.0
105898,105898,0.0,dinv_z,qi,105898.0,1.0
105899,105899,0.0,dinv_z,qi,105899.0,1.0
105900,105900,0.0,dinv_z,qi,105900.0,1.0
105901,105901,0.0,dinv_z,qi,105901.0,1.0
105902,105902,0.0,dinv_z,qi,105902.0,1.0
105903,105903,0.0,dinv_z,qi,105903.0,1.0
105904,105904,0.0,dinv_z,qi,105904.0,1.0
105905,105905,0.0,dinv_z,qi,105905.0,1.0
105906,105906,0.0,dinv_z,qi,105906.0,1.0
105907,105907,0.0,dinv_z,qi,105907.0,1.0
105908,105908,0.0,dinv_z,qi,105908.0,1.0
105909,105909,0.0,dinv_z,qi,105909.0,1.0
105910,105910,0.0,dinv_z,qi,105910.0,1.0
105911,105911,0.0,dinv_z,qi,105911.0,1.0
105912,105912,0.0,dinv_z,qi,105912.0,1.0
105913,105913,0.0,dinv_z,qi,105913.0,1.0
105914,105914,0.0,dinv_z,qi,105914.0,1.0
105915,105915,0.0,dinv_z,qi,105915.0,1.0
105916,105916,0.0,dinv_z,qi,105916.0,1.0
105917,105917,0.0,dinv_z,qi,105917.0,1.0
105918,105918,0.0,dinv_z,qi,105918.0,1.0
105919,105919,0.0,dinv_z,qi,105919.0,1.0
105920,105920,0.0,dinv_z,qi,105920.0,1.0
105921,105921,0.0,dinv_z,qi,105921.0,1.0
105922,105922,0.0,dinv_z,qi,105922.0,1.0
105923,105923,0.0,dinv_z,qi,105923.0,1.0
105924,105924,0.0,dinv_z,qi,105924.0,1.0
105925,105925,0.0,dinv_z,qi,105925.0,1.0
105926,105926,0.0,dinv_z,qi,105926.0,1.0
105927,105927,0.0,dinv_z,qi,105927.0,1.0
105928,105928,0.0,dinv_z,qi,105928.0,1.0
105929,105929,0.0,dinv_z,qi,105929.0,1.0
105930,105930,0.0,dinv_z,qi,105930.0,1.0
105931,105931,0.0,dinv_z,qi,105931.0,1.0
105932,105932,0.0,dinv_z,qi,105932.0,1.0
105933,105933,0.0,dinv_z,qi,105933.0,1.0
105934,105934,0.0,dinv_z,qi,105934.0,1.0
105935,105935,0.0,dinv_z,qi,105935.0,1.0
105936,105936,0.0,dinv_z,qi,105936.0,1.0
105937,105937,0.0,dinv_z,qi,105937.0,1.0
105938,105938,0.0,dinv_z,qi,105938.0,1.0
105939,105939,0.0,dinv_z,qi,105939.0,1.0
105940,105940,0.0,dinv_z,qi,105940.0,1.0
105941,105941,0.0,dinv_z,qi,105941.0,1.0
105942,105942,0.0,dinv_z,qi,105942.0,1.0
105943,105943,0.0,dinv_z,qi,105943.0,1.0
105944,105944,0.0,dinv_z,qi,105944.0,1.0
105945,105945,0.0,dinv_z,qi,105945.0,1.0
105946,105946,0.0,dinv_z,qi,105946.0,1.0
105947,105947,0.0,dinv_z,qi,105947.0,1.0
105948,105948,0.0,dinv_z,qi,105948.0,1.0
105949,105949,0.0,dinv_z,qi,105949.0,1.0
105950,105950,0.0,dinv_z,qi,105950.0,1.0
105951,105951,0.0,dinv_z,qi,105951.0,1.0
105952,105952,0.0,dinv_z,qi,105952.0,1.0
105953,105953,0.0,dinv_z,qi,105953.0,1.0
105954,105954,0.0,dinv_z,qi,105954.0,1.0
105955,105955,0.0,dinv_z,qi,105955.0,1.0
105956,105956,0.0,dinv_z,qi,105956.0,1.0
105957,105957,0.0,dinv_z,qi,105957.0,1.0
105958,105958,0.0,dinv_z,qi,105958.0,1.0
105959,105959,0.0,dinv_z,qi,105959.0,1.0
105960,105960,0.0,dinv_z,qi,105960.0,1.0
105961,105961,0.0,dinv_z,qi,105961.0,1.0
105962,105962,0.0,dinv_z,qi,105962.0,1.0
105963,105963,0.0,dinv_z,qi,105963.0,1.0
105964,105964,0.0,dinv_z,qi,105964.0,1.0
105965,105965,0.0,dinv_z,qi,105965.0,1.0
105966,105966,0.0,dinv_z,qi,105966.0,1.0
105967,105967,0.0,dinv_z,qi,105967.0,1.0
105968,105968,0.0,dinv_z,qi,105968.0,1.0
105969,105969,0.0,dinv_z,qi,105969.0,1.0
105970,105970,0.0,dinv_z,qi,105970.0,1.0
105971,105971,0.0,dinv_z,qi,105971.0,1.0
105972,105972,0.0,dinv_z,qi,105972.0,1.0
105973,105973,0.0,dinv_z,qi,105973.0,1.0
105974,105974,0.0,dinv_z,qi,105974.0,1.0
105975,105975,0.0,dinv_z,qi,105975.0,1.0
